traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.07909604519774012,2.76271186440678,0.04519774011299435,43.15,1
2,0.20567375886524822,3.0921985815602837,0.0851063829787234,56.86666666666667,2
3,0.4,5.3,0.3,80.07499999999999,3
4,0.7407407407407407,9.74074074074074,1,163.6,4
