site_name,device_t0,n,prop
ohsu,CPAP,3,0.008021390374331552
ohsu,FACE MASK,15,0.040106951871657755
ohsu,HIGH FLOW NC,23,0.06149732620320856
ohsu,IMV,28,0.0748663101604278
ohsu,NASAL CANNULA,129,0.3449197860962567
ohsu,NIPPV,8,0.0213903743315508
ohsu,ROOM AIR,116,0.31016042780748665
ohsu,TRACH COLLAR,4,0.0106951871657754
ohsu,UNK,22,0.058823529411764705
ohsu,Unknown / missing,26,0.06951871657754011
