k,avg_sil_width,min_sil_width,selected_k
2,0.5724285490462887,-0.5451023067178632,FALSE
3,0.6610600491470109,-0.4893719858265279,FALSE
4,0.6815247411664719,-0.4893719858265279,TRUE
5,0.5983230006649702,-0.5135439851427367,FALSE
6,0.5484400451285074,-0.5631822405664468,FALSE
7,0.5403268043077669,-0.5631822405664468,FALSE
8,0.5361668559236217,-0.4360516836435447,FALSE
9,0.5372083066313645,-0.35680948598036355,FALSE
10,0.5440696633919752,-0.35680948598036355,FALSE
