traj_cluster_ra,h,rs,n,prop
1,0,IMV,6,0.03389830508474576
1,0,LOW_O2,52,0.2937853107344633
1,0,NIV,7,0.03954802259887006
1,0,ROOM AIR,112,0.632768361581921
1,1,IMV,6,0.03389830508474576
1,1,LOW_O2,52,0.2937853107344633
1,1,NIV,8,0.04519774011299435
1,1,ROOM AIR,111,0.6271186440677966
1,2,IMV,6,0.03389830508474576
1,2,LOW_O2,45,0.2542372881355932
1,2,NIV,7,0.03954802259887006
1,2,ROOM AIR,119,0.672316384180791
1,3,IMV,6,0.03389830508474576
1,3,LOW_O2,47,0.2655367231638418
1,3,NIV,5,0.02824858757062147
1,3,ROOM AIR,119,0.672316384180791
1,4,IMV,7,0.03954802259887006
1,4,LOW_O2,43,0.24293785310734464
1,4,NIV,4,0.022598870056497175
1,4,ROOM AIR,123,0.6949152542372882
1,5,IMV,7,0.03954802259887006
1,5,LOW_O2,41,0.23163841807909605
1,5,NIV,5,0.02824858757062147
1,5,ROOM AIR,124,0.7005649717514124
1,6,IMV,6,0.03389830508474576
1,6,LOW_O2,39,0.22033898305084745
1,6,NIV,5,0.02824858757062147
1,6,ROOM AIR,127,0.7175141242937854
1,7,IMV,5,0.02824858757062147
1,7,LOW_O2,36,0.2033898305084746
1,7,NIV,4,0.022598870056497175
1,7,ROOM AIR,132,0.7457627118644068
1,8,IMV,5,0.02824858757062147
1,8,LOW_O2,33,0.1864406779661017
1,8,NIV,3,0.01694915254237288
1,8,ROOM AIR,136,0.768361581920904
1,9,IMV,5,0.02824858757062147
1,9,LOW_O2,31,0.1751412429378531
1,9,NIV,3,0.01694915254237288
1,9,ROOM AIR,138,0.7796610169491526
1,10,IMV,4,0.022598870056497175
1,10,LOW_O2,27,0.15254237288135594
1,10,NIV,3,0.01694915254237288
1,10,ROOM AIR,143,0.807909604519774
1,11,IMV,4,0.022598870056497175
1,11,LOW_O2,23,0.12994350282485875
1,11,NIV,3,0.01694915254237288
1,11,ROOM AIR,147,0.8305084745762712
1,12,IMV,4,0.022598870056497175
1,12,LOW_O2,22,0.12429378531073447
1,12,NIV,3,0.01694915254237288
1,12,ROOM AIR,148,0.8361581920903954
1,13,IMV,3,0.01694915254237288
1,13,LOW_O2,24,0.13559322033898305
1,13,NIV,3,0.01694915254237288
1,13,ROOM AIR,147,0.8305084745762712
1,14,IMV,3,0.01694915254237288
1,14,LOW_O2,24,0.13559322033898305
1,14,NIV,3,0.01694915254237288
1,14,ROOM AIR,147,0.8305084745762712
1,15,IMV,3,0.01694915254237288
1,15,LOW_O2,24,0.13559322033898305
1,15,NIV,2,0.011299435028248588
1,15,ROOM AIR,148,0.8361581920903954
1,16,IMV,3,0.01694915254237288
1,16,LOW_O2,22,0.12429378531073447
1,16,NIV,2,0.011299435028248588
1,16,ROOM AIR,150,0.847457627118644
1,17,IMV,2,0.011299435028248588
1,17,LOW_O2,26,0.14689265536723164
1,17,NIV,2,0.011299435028248588
1,17,ROOM AIR,147,0.8305084745762712
1,18,IMV,2,0.011299435028248588
1,18,LOW_O2,28,0.15819209039548024
1,18,NIV,3,0.01694915254237288
1,18,ROOM AIR,144,0.8135593220338984
1,19,IMV,2,0.011299435028248588
1,19,LOW_O2,30,0.1694915254237288
1,19,NIV,3,0.01694915254237288
1,19,ROOM AIR,142,0.8022598870056498
1,20,IMV,1,0.005649717514124294
1,20,LOW_O2,32,0.1807909604519774
1,20,NIV,3,0.01694915254237288
1,20,ROOM AIR,141,0.7966101694915254
1,21,IMV,1,0.005649717514124294
1,21,LOW_O2,30,0.1694915254237288
1,21,NIV,4,0.022598870056497175
1,21,ROOM AIR,142,0.8022598870056498
1,22,IMV,1,0.005649717514124294
1,22,LOW_O2,26,0.14689265536723164
1,22,NIV,4,0.022598870056497175
1,22,ROOM AIR,146,0.8248587570621468
1,23,IMV,1,0.005649717514124294
1,23,LOW_O2,24,0.13559322033898305
1,23,NIV,4,0.022598870056497175
1,23,ROOM AIR,148,0.8361581920903954
1,24,IMV,1,0.005649717514124294
1,24,LOW_O2,25,0.14124293785310735
1,24,NIV,5,0.02824858757062147
1,24,ROOM AIR,146,0.8248587570621468
1,25,IMV,1,0.005649717514124294
1,25,LOW_O2,23,0.12994350282485875
1,25,NIV,5,0.02824858757062147
1,25,ROOM AIR,148,0.8361581920903954
1,26,IMV,1,0.005649717514124294
1,26,LOW_O2,19,0.10734463276836158
1,26,NIV,4,0.022598870056497175
1,26,ROOM AIR,153,0.864406779661017
1,27,IMV,1,0.005649717514124294
1,27,LOW_O2,18,0.1016949152542373
1,27,NIV,3,0.01694915254237288
1,27,ROOM AIR,155,0.8757062146892656
