site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
ohsu,374,68.35561497326204,10.523267111177024,7.475935828877005,3.5106951871657754,0.13636363636363635,0.06684491978609626,0.20320855614973263,0.14171122994652408,0.2647058823529412,0.6096256684491979,0.5828877005347594,0.0855614973262032,0.0427807486631016
