traj_cluster_ra,mortality,pm25,no2
1,0.07909604519774012,6.297021398858399,3.165157412195902
2,0.20567375886524822,6.0066809028388475,3.020555411502977
3,0.4,6.554380105584841,3.660554009794828
4,0.7407407407407407,6.583004764263635,2.7183031905487236
NA,0.5555555555555556,6.066409117290177,2.9319164691319526
