traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,15,14.45396251233147,0.010029595527786912,0.059848733969089116
2,15,14.252357600905318,0.00961901169370049,0.0939268200678989
3,15,13.998552821997105,0.020260492040520984,0.16931982633863965
4,11,10.54190585533869,0.24856486796785304,0.6354764638346728
NA,15,13.65398614916172,0.05650458014177844,0.17722232958493683
