traj_cluster_ra,mortality,pm25,no2
1,0.33571224664573224,7.909577046571603,8.130157948245868
2,0.30955223880597016,7.742273944255448,7.575748509894959
3,0.5183023872679046,7.907939755086612,7.803029176785702
4,0.21403590580554907,7.900260727619919,7.956001007034332
5,0.13400673400673402,7.942964354664626,8.010705189833422
NA,0.9105691056910569,7.657968605277153,7.0850037797044045
