county_code,traj_cluster_ra,n,county_total,prop_cluster_in_county,cluster_total,prop_county_in_cluster,n_suppressed,prop_cluster_in_county_suppressed,prop_county_in_cluster_suppressed,site_name
01073,2,1,1,1,3350,2.9850746268656717e-4,NA,NA,NA,nu
01081,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
01129,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
02090,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
04013,2,2,8,0.25,3350,5.970149253731343e-4,NA,NA,NA,nu
04013,3,2,8,0.25,3770,5.305039787798408e-4,NA,NA,NA,nu
04013,4,2,8,0.25,4289,4.6630916297505244e-4,NA,NA,NA,nu
04013,5,2,8,0.25,2970,6.734006734006734e-4,NA,NA,NA,nu
04015,2,1,1,1,3350,2.9850746268656717e-4,NA,NA,NA,nu
04019,3,2,2,1,3770,5.305039787798408e-4,NA,NA,NA,nu
04027,1,1,1,1,3503,2.8546959748786756e-4,NA,NA,NA,nu
05007,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
05093,1,1,1,1,3503,2.8546959748786756e-4,NA,NA,NA,nu
05119,4,1,1,1,4289,2.3315458148752622e-4,NA,NA,NA,nu
05131,5,1,1,1,2970,3.367003367003367e-4,NA,NA,NA,nu
05143,3,1,2,0.5,3770,2.652519893899204e-4,NA,NA,NA,nu
05143,4,1,2,0.5,4289,2.3315458148752622e-4,NA,NA,NA,nu
06037,2,2,3,0.6666666666666666,3350,5.970149253731343e-4,NA,NA,NA,nu
06037,4,1,3,0.3333333333333333,4289,2.3315458148752622e-4,NA,NA,NA,nu
06061,5,1,1,1,2970,3.367003367003367e-4,NA,NA,NA,nu
06073,3,1,2,0.5,3770,2.652519893899204e-4,NA,NA,NA,nu
06073,5,1,2,0.5,2970,3.367003367003367e-4,NA,NA,NA,nu
06075,2,1,1,1,3350,2.9850746268656717e-4,NA,NA,NA,nu
06111,1,1,1,1,3503,2.8546959748786756e-4,NA,NA,NA,nu
06113,4,1,2,0.5,4289,2.3315458148752622e-4,NA,NA,NA,nu
06113,5,1,2,0.5,2970,3.367003367003367e-4,NA,NA,NA,nu
08005,3,1,2,0.5,3770,2.652519893899204e-4,NA,NA,NA,nu
08005,5,1,2,0.5,2970,3.367003367003367e-4,NA,NA,NA,nu
08014,1,1,1,1,3503,2.8546959748786756e-4,NA,NA,NA,nu
08031,1,2,2,1,3503,5.709391949757351e-4,NA,NA,NA,nu
08041,2,1,1,1,3350,2.9850746268656717e-4,NA,NA,NA,nu
08069,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
08117,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
08123,2,1,1,1,3350,2.9850746268656717e-4,NA,NA,NA,nu
09001,3,1,1,1,3770,2.652519893899204e-4,NA,NA,NA,nu
09190,1,1,1,1,3503,2.8546959748786756e-4,NA,NA,NA,nu
10003,4,1,1,1,4289,2.3315458148752622e-4,NA,NA,NA,nu
11001,3,1,3,0.3333333333333333,3770,2.652519893899204e-4,NA,NA,NA,nu
11001,4,1,3,0.3333333333333333,4289,2.3315458148752622e-4,NA,NA,NA,nu
11001,5,1,3,0.3333333333333333,2970,3.367003367003367e-4,NA,NA,NA,nu
12011,3,1,2,0.5,3770,2.652519893899204e-4,NA,NA,NA,nu
12011,4,1,2,0.5,4289,2.3315458148752622e-4,NA,NA,NA,nu
12015,4,1,2,0.5,4289,2.3315458148752622e-4,NA,NA,NA,nu
12015,5,1,2,0.5,2970,3.367003367003367e-4,NA,NA,NA,nu
12021,1,1,6,0.16666666666666666,3503,2.8546959748786756e-4,NA,NA,NA,nu
12021,2,1,6,0.16666666666666666,3350,2.9850746268656717e-4,NA,NA,NA,nu
12021,3,1,6,0.16666666666666666,3770,2.652519893899204e-4,NA,NA,NA,nu
12021,4,2,6,0.3333333333333333,4289,4.6630916297505244e-4,NA,NA,NA,nu
12021,5,1,6,0.16666666666666666,2970,3.367003367003367e-4,NA,NA,NA,nu
12023,4,1,1,1,4289,2.3315458148752622e-4,NA,NA,NA,nu
