traj_cluster_ra,h,rs,n,prop
1,0,IMV,2635,0.7522123893805309
1,0,LOW_O2,315,0.08992292320867827
1,0,NIV,469,0.13388524122180986
1,0,OTHER,6,0.0017128175849272054
1,0,ROOM AIR,78,0.02226662860405367
1,1,IMV,2717,0.7756208963745361
1,1,LOW_O2,281,0.08021695689409078
1,1,NIV,426,0.12161004852983158
1,1,OTHER,7,0.0019982871824150727
1,1,ROOM AIR,72,0.020553811019126463
1,2,IMV,2777,0.7927490722238082
1,2,LOW_O2,265,0.0756494433342849
1,2,NIV,391,0.11161861261775621
1,2,OTHER,8,0.0022837567799029405
1,2,ROOM AIR,62,0.017699115044247787
1,3,IMV,2820,0.8050242649157865
1,3,LOW_O2,246,0.07022552098201541
1,3,NIV,371,0.10590922066799886
1,3,OTHER,8,0.0022837567799029405
1,3,ROOM AIR,58,0.016557236654296318
1,4,IMV,2860,0.8164430488153012
1,4,LOW_O2,241,0.06879817299457608
1,4,NIV,336,0.0959177847559235
1,4,OTHER,7,0.0019982871824150727
1,4,ROOM AIR,59,0.016842706251784186
1,5,IMV,2884,0.82329431915501
1,5,LOW_O2,231,0.0659434770196974
1,5,NIV,321,0.09163574079360548
1,5,OTHER,8,0.0022837567799029405
1,5,ROOM AIR,59,0.016842706251784186
1,6,IMV,2921,0.8338566942620611
1,6,LOW_O2,225,0.0642306594347702
1,6,NIV,296,0.0844990008564088
1,6,OTHER,8,0.0022837567799029405
1,6,ROOM AIR,53,0.01512988866685698
1,7,IMV,2940,0.8392806166143306
1,7,LOW_O2,220,0.06280331144733085
1,7,NIV,284,0.08107336568655438
1,7,OTHER,10,0.0028546959748786756
1,7,ROOM AIR,49,0.01398801027690551
1,8,IMV,2962,0.8455609477590637
1,8,LOW_O2,215,0.06137596345989152
1,8,NIV,272,0.07764773051669997
1,8,OTHER,8,0.0022837567799029405
1,8,ROOM AIR,46,0.013131601484441906
1,9,IMV,2974,0.848986582928918
1,9,LOW_O2,215,0.06137596345989152
1,9,NIV,262,0.07479303454182129
1,9,OTHER,11,0.003140165572366543
1,9,ROOM AIR,41,0.011704253497002569
1,10,IMV,2981,0.8509848701113332
1,10,LOW_O2,220,0.06280331144733085
1,10,NIV,249,0.07108192977447902
1,10,OTHER,13,0.003711104767342278
1,10,ROOM AIR,40,0.011418783899514702
1,11,IMV,2982,0.851270339708821
1,11,LOW_O2,229,0.06537253782472166
1,11,NIV,239,0.06822723379960034
1,11,OTHER,15,0.004282043962318013
1,11,ROOM AIR,38,0.010847844704538966
1,12,IMV,2983,0.8515558093063089
1,12,LOW_O2,241,0.06879817299457608
1,12,NIV,226,0.06451612903225806
1,12,OTHER,15,0.004282043962318013
1,12,ROOM AIR,38,0.010847844704538966
1,13,IMV,2983,0.8515558093063089
1,13,LOW_O2,248,0.07079646017699115
1,13,NIV,221,0.06308878104481873
1,13,OTHER,13,0.003711104767342278
1,13,ROOM AIR,38,0.010847844704538966
1,14,IMV,2981,0.8509848701113332
1,14,LOW_O2,258,0.07365115615186983
1,14,NIV,209,0.05966314587496432
1,14,OTHER,12,0.0034256351698544107
1,14,ROOM AIR,43,0.012275192691978304
1,15,IMV,2976,0.8495575221238938
1,15,LOW_O2,261,0.07450756494433343
1,15,NIV,206,0.05880673708250071
1,15,OTHER,14,0.003996574364830145
1,15,ROOM AIR,46,0.013131601484441906
1,16,IMV,2965,0.8464173565515273
1,16,LOW_O2,286,0.08164430488153011
1,16,NIV,192,0.05481016271767057
1,16,OTHER,15,0.004282043962318013
1,16,ROOM AIR,45,0.01284613188695404
1,17,IMV,2946,0.8409934341992578
1,17,LOW_O2,307,0.08763916642877534
1,17,NIV,190,0.054239223522694835
1,17,OTHER,17,0.004852983157293748
1,17,ROOM AIR,43,0.012275192691978304
1,18,IMV,2945,0.8407079646017699
1,18,LOW_O2,304,0.08678275763631173
1,18,NIV,189,0.05395375392520697
1,18,OTHER,16,0.004567513559805881
1,18,ROOM AIR,49,0.01398801027690551
1,19,IMV,2935,0.8378532686268912
1,19,LOW_O2,311,0.08878104481872681
1,19,NIV,188,0.0536682843277191
1,19,OTHER,16,0.004567513559805881
1,19,ROOM AIR,53,0.01512988866685698
1,20,IMV,2925,0.8349985726520126
1,20,LOW_O2,327,0.09334855837853269
1,20,NIV,186,0.05309734513274336
1,20,OTHER,17,0.004852983157293748
1,20,ROOM AIR,48,0.013702540679417643
1,21,IMV,2903,0.8287182415072795
1,21,LOW_O2,353,0.10077076791321725
1,21,NIV,177,0.050528118755352555
