traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,83,0.023693976591493006
1,0,ARF_HYPOX,398,0.11361689980017128
1,0,ARF_MIXED,140,0.03996574364830146
1,0,NO_ARF,2882,0.8227233799600343
1,1,ARF_HYPER,137,0.039109334855837855
1,1,ARF_HYPOX,722,0.20610904938624036
1,1,ARF_MIXED,254,0.07250927776191836
1,1,NO_ARF,2390,0.6822723379960034
1,2,ARF_HYPER,141,0.04025121324578932
1,2,ARF_HYPOX,914,0.26091921210391095
1,2,ARF_MIXED,337,0.09620325435341136
1,2,NO_ARF,2111,0.6026263202968883
1,3,ARF_HYPER,132,0.037681986868398513
1,3,ARF_HYPOX,1012,0.28889523265772193
1,3,ARF_MIXED,409,0.11675706537253783
1,3,NO_ARF,1950,0.5566657151013417
1,4,ARF_HYPER,128,0.03654010847844705
1,4,ARF_HYPOX,1089,0.31087639166428777
1,4,ARF_MIXED,465,0.13274336283185842
1,4,NO_ARF,1821,0.5198401370254068
1,5,ARF_HYPER,121,0.03454182129603197
1,5,ARF_HYPOX,1150,0.32829003711104765
1,5,ARF_MIXED,516,0.14730231230373966
1,5,NO_ARF,1716,0.4898658292891807
1,6,ARF_HYPER,110,0.03140165572366543
1,6,ARF_HYPOX,1193,0.340565229803026
1,6,ARF_MIXED,553,0.15786468741079074
1,6,NO_ARF,1647,0.4701684270625178
1,7,ARF_HYPER,85,0.024264915786468742
1,7,ARF_HYPOX,1165,0.33257208107336567
1,7,ARF_MIXED,496,0.1415929203539823
1,7,NO_ARF,1757,0.5015700827861833
1,8,ARF_HYPER,74,0.0211247502141022
1,8,ARF_HYPOX,1127,0.32172423636882674
1,8,ARF_MIXED,430,0.12275192691978304
1,8,NO_ARF,1872,0.5343990864972881
1,9,ARF_HYPER,69,0.01969740222666286
1,9,ARF_HYPOX,1065,0.30402512132457893
1,9,ARF_MIXED,409,0.11675706537253783
1,9,NO_ARF,1960,0.5595204110762204
1,10,ARF_HYPER,67,0.019126463031687125
1,10,ARF_HYPOX,1044,0.2980302597773337
1,10,ARF_MIXED,385,0.109905795032829
1,10,NO_ARF,2007,0.5729374821581501
1,11,ARF_HYPER,70,0.01998287182415073
1,11,ARF_HYPOX,1023,0.2920353982300885
1,11,ARF_MIXED,357,0.10191264630316871
1,11,NO_ARF,2053,0.586069083642592
1,12,ARF_HYPER,68,0.019411932629174993
1,12,ARF_HYPOX,1038,0.2963174421924065
1,12,ARF_MIXED,340,0.09705966314587497
1,12,NO_ARF,2057,0.5872109620325435
1,13,ARF_HYPER,65,0.01855552383671139
1,13,ARF_HYPOX,1055,0.30117042534970023
1,13,ARF_MIXED,341,0.09734513274336283
1,13,NO_ARF,2042,0.5829289180702255
1,14,ARF_HYPER,61,0.01741364544675992
1,14,ARF_HYPOX,1066,0.3043105909220668
1,14,ARF_MIXED,315,0.08992292320867827
1,14,NO_ARF,2061,0.588352840422495
1,15,ARF_HYPER,58,0.016557236654296318
1,15,ARF_HYPOX,1056,0.3014558949471881
1,15,ARF_MIXED,315,0.08992292320867827
1,15,NO_ARF,2074,0.5920639451898373
1,16,ARF_HYPER,53,0.01512988866685698
1,16,ARF_HYPOX,1063,0.3034541821296032
1,16,ARF_MIXED,310,0.08849557522123894
1,16,NO_ARF,2077,0.5929203539823009
1,17,ARF_HYPER,57,0.01627176705680845
1,17,ARF_HYPOX,1045,0.2983157293748216
1,17,ARF_MIXED,305,0.0870682272337996
1,17,NO_ARF,2096,0.5983442763345703
1,18,ARF_HYPER,55,0.015700827861832713
1,18,ARF_HYPOX,1050,0.2997430773622609
1,18,ARF_MIXED,306,0.08735369683128746
1,18,NO_ARF,2092,0.5972023979446189
1,19,ARF_HYPER,58,0.016557236654296318
1,19,ARF_HYPOX,1027,0.29317727662003995
1,19,ARF_MIXED,312,0.08906651441621467
1,19,NO_ARF,2106,0.6011989723094491
1,20,ARF_HYPER,57,0.01627176705680845
1,20,ARF_HYPOX,1029,0.2937482158150157
1,20,ARF_MIXED,299,0.0853554096488724
1,20,NO_ARF,2118,0.6046246074793035
1,21,ARF_HYPER,61,0.01741364544675992
1,21,ARF_HYPOX,1014,0.2894661718526977
1,21,ARF_MIXED,292,0.08335712246645732
1,21,NO_ARF,2136,0.6097630602340851
1,22,ARF_HYPER,57,0.01627176705680845
1,22,ARF_HYPOX,1031,0.29431915500999145
1,22,ARF_MIXED,282,0.08050242649157864
1,22,NO_ARF,2133,0.6089066514416215
1,23,ARF_HYPER,58,0.016557236654296318
1,23,ARF_HYPOX,1020,0.2911789894376249
1,23,ARF_MIXED,279,0.07964601769911504
1,23,NO_ARF,2146,0.6126177562089637
1,24,ARF_HYPER,56,0.01598629745932058
1,24,ARF_HYPOX,1028,0.2934627462175278
1,24,ARF_MIXED,262,0.07479303454182129
1,24,NO_ARF,2157,0.6157579217813303
1,25,ARF_HYPER,59,0.016842706251784186
1,25,ARF_HYPOX,1002,0.2860405366828433
1,25,ARF_MIXED,254,0.07250927776191836
1,25,NO_ARF,2188,0.6246074793034542
1,26,ARF_HYPER,52,0.014844419069369112
1,26,ARF_HYPOX,1002,0.2860405366828433
1,26,ARF_MIXED,244,0.06965458178703968
1,26,NO_ARF,2205,0.6294604624607479
1,27,ARF_HYPER,54,0.015415358264344847
1,27,ARF_HYPOX,974,0.278047387953183
1,27,ARF_MIXED,239,0.06822723379960034
1,27,NO_ARF,2236,0.6383100199828718
