k,avg_sil_width,min_sil_width
2,0.3587246536019828,-0.437950984648673
3,0.40879494147432066,-0.4784983654478905
4,0.4635357026615119,-0.7513711598920186
5,0.4179710776437574,-0.7513711598920186
6,0.4295651493743948,-0.7513711598920186
7,0.41351836018095267,-0.725598740862094
8,0.3689433774700407,-0.725598740862094
9,0.3728456405428668,-0.725598740862094
10,0.35871664481436544,-0.725598740862094
