traj_cluster_ra,median_gcs,mean_gcs,pct_gcs_lt8,pct_gcs_lt13
1,11,10.20151205818558,0.2860682233847986,0.6280623963251244
2,15,12.812699523330638,0.12566580662089474,0.26899024795556914
3,10,9.349077123857942,0.3443822351286151,0.7476228947859052
4,15,13.73230353929209,0.051803924929299854,0.17055874539377838
5,15,13.60826618636837,0.052763295099061525,0.19522229595222296
NA,15,13.451912457623814,0.06283421409432946,0.2213375810080399
