pooled_cluster,pooled_cluster_label,h,arf,n,prop
1,Cluster 1: Room air / No ARF,0,Hypercapnic ARF,140,0.00859317456420329
1,Cluster 1: Room air / No ARF,0,Hypoxemic ARF,261,0.01602013258040756
1,Cluster 1: Room air / No ARF,0,Mixed ARF,94,0.005769702921679352
1,Cluster 1: Room air / No ARF,0,No ARF,15797,0.9696169899337098
1,Cluster 1: Room air / No ARF,1,Hypercapnic ARF,225,0.013810459121041002
1,Cluster 1: Room air / No ARF,1,Hypoxemic ARF,488,0.02995335133808004
1,Cluster 1: Room air / No ARF,1,Mixed ARF,169,0.010373189295359686
1,Cluster 1: Room air / No ARF,1,No ARF,15410,0.9458630002455193
1,Cluster 1: Room air / No ARF,2,Hypercapnic ARF,282,0.017309108765038054
1,Cluster 1: Room air / No ARF,2,Hypoxemic ARF,608,0.037318929535968576
1,Cluster 1: Room air / No ARF,2,Mixed ARF,199,0.01221458384483182
1,Cluster 1: Room air / No ARF,2,No ARF,15203,0.9331573778541615
1,Cluster 1: Room air / No ARF,3,Hypercapnic ARF,302,0.01853670513135281
1,Cluster 1: Room air / No ARF,3,Hypoxemic ARF,676,0.041492757181438744
1,Cluster 1: Room air / No ARF,3,Mixed ARF,225,0.013810459121041002
1,Cluster 1: Room air / No ARF,3,No ARF,15089,0.9261600785661674
1,Cluster 1: Room air / No ARF,4,Hypercapnic ARF,327,0.020071200589246257
1,Cluster 1: Room air / No ARF,4,Hypoxemic ARF,724,0.04443898846059416
1,Cluster 1: Room air / No ARF,4,Mixed ARF,251,0.015406334397250185
1,Cluster 1: Room air / No ARF,4,No ARF,14990,0.9200834765529095
1,Cluster 1: Room air / No ARF,5,Hypercapnic ARF,345,0.021176037318929537
1,Cluster 1: Room air / No ARF,5,Hypoxemic ARF,747,0.045850724281856124
1,Cluster 1: Room air / No ARF,5,Mixed ARF,267,0.01638841149030199
1,Cluster 1: Room air / No ARF,5,No ARF,14933,0.9165848269089123
1,Cluster 1: Room air / No ARF,6,Hypercapnic ARF,356,0.021851215320402653
1,Cluster 1: Room air / No ARF,6,Hypoxemic ARF,784,0.04812177755953843
1,Cluster 1: Room air / No ARF,6,Mixed ARF,276,0.016940829855143627
1,Cluster 1: Room air / No ARF,6,No ARF,14876,0.9130861772649153
1,Cluster 1: Room air / No ARF,7,Hypercapnic ARF,274,0.016818070218512154
1,Cluster 1: Room air / No ARF,7,Hypoxemic ARF,666,0.04087895899828137
1,Cluster 1: Room air / No ARF,7,Mixed ARF,201,0.012337343481463295
1,Cluster 1: Room air / No ARF,7,No ARF,15151,0.9299656273017431
1,Cluster 1: Room air / No ARF,8,Hypercapnic ARF,223,0.013687699484409526
1,Cluster 1: Room air / No ARF,8,Hypoxemic ARF,529,0.03246992388902529
1,Cluster 1: Room air / No ARF,8,Mixed ARF,142,0.008715934200834765
1,Cluster 1: Room air / No ARF,8,No ARF,15398,0.9451264424257304
1,Cluster 1: Room air / No ARF,9,Hypercapnic ARF,171,0.010495948931991161
1,Cluster 1: Room air / No ARF,9,Hypoxemic ARF,439,0.026945740240608886
1,Cluster 1: Room air / No ARF,9,Mixed ARF,126,0.007733857107782961
