site_name,stratum,pooled_cluster_label,variable,level,summary_type,n_nonmissing,mean,sd,median,p25,p75,pooled_cluster
pooled,1,Cluster 1: Room air / No ARF,age_years,,continuous,17262,61.877711275634354,17.65747732883124,,,,1
pooled,1,Cluster 1: Room air / No ARF,charlson_score,,continuous,17262,4.076236820762369,3.3518853518350222,,,,1
pooled,1,Cluster 1: Room air / No ARF,deescalations_icu,,continuous,17262,2.1371799328003687,3.1577415637983712,,,,1
pooled,1,Cluster 1: Room air / No ARF,escalations_icu,,continuous,17262,1.2383269609546983,3.1652214977027233,,,,1
pooled,1,Cluster 1: Room air / No ARF,icu_los_hours,,continuous,17262,78.60971015332329,147.69207852376346,,,,1
pooled,1,Cluster 1: Room air / No ARF,imv_hours_72h,,continuous,17262,2.209477464951919,5.042445005735718,,,,1
pooled,1,Cluster 1: Room air / No ARF,imv_hours_icu,,continuous,17262,4.936681728652536,33.32538345789427,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_1y,,continuous,17064,6.618188889793222,2.9907515551820034,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_3y,,continuous,17064,6.988693452607443,3.1163598164195387,,,,1
pooled,1,Cluster 1: Room air / No ARF,no2_5y,,continuous,17064,7.3534158526964735,3.2596010788879943,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_1y,,continuous,17064,8.253096652363478,1.660667291287511,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_3y,,continuous,17064,7.891028287943437,1.1782229111416769,,,,1
pooled,1,Cluster 1: Room air / No ARF,pm25_5y,,continuous,17064,7.766311614655194,1.0214171073567433,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_cns,,continuous,17262,1.042521144710924,1.3620611440790205,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_coag,,continuous,17262,0.3576063028617772,0.7459018945646007,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_cv,,continuous,17262,0.9073108562159644,1.2582086044441971,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_liver,,continuous,17262,0.17130112385586843,0.5524703477345186,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_renal,,continuous,17262,0.7960838836751244,1.2290587615980835,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_resp,,continuous,17262,1.2282470165681822,1.3809832349636413,,,,1
pooled,1,Cluster 1: Room air / No ARF,sofa_total,,continuous,17262,4.503070327887846,3.4081876190217013,,,,1
pooled,1,Cluster 1: Room air / No ARF,vaso_hours_72h,,continuous,17262,2.993917274939174,9.011840891173925,,,,1
pooled,1,Cluster 1: Room air / No ARF,vaso_mean_72h,,continuous,17262,0.2075657513613716,0.4055758120835265,,,,1
pooled,2,Cluster 2: Low-flow oxygen / No ARF,age_years,,continuous,23361,67.13874523415092,16.066088902092726,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,charlson_score,,continuous,23361,4.21968237661059,3.151705004720833,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,deescalations_icu,,continuous,23361,3.2385171867642666,4.967018715935987,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,escalations_icu,,continuous,23361,2.682162578656735,5.055255712924253,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,icu_los_hours,,continuous,23361,112.08678333785174,194.89224127656982,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,imv_hours_72h,,continuous,23361,1.4549890843713875,4.564552789381127,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,imv_hours_icu,,continuous,23361,7.83754976242457,76.63971665345609,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,no2_1y,,continuous,23101,6.675719408307337,2.932046064252678,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,no2_3y,,continuous,23101,7.051192685347897,3.044378278033206,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,no2_5y,,continuous,23101,7.447004490683929,3.188522533118447,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,pm25_1y,,continuous,23101,8.22322265250689,1.5636536485367603,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,pm25_3y,,continuous,23101,7.861773499526842,1.1154714996625776,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,pm25_5y,,continuous,23101,7.750990040992164,0.9678057575132764,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sofa_cns,,continuous,23361,0.8277042934805869,1.1998057380798195,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sofa_coag,,continuous,23361,0.42622319250032076,0.8250439919848938,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sofa_cv,,continuous,23361,1.0066777963272124,1.3108634327701165,,,,2
pooled,2,Cluster 2: Low-flow oxygen / No ARF,sofa_liver,,continuous,23361,0.22023885963785794,0.626329786265042,,,,2
