vif
3.5617521606501716
4.140132958829422
1.2175018625360832
1.1671098842617467
1.0065230121428415
1.0941978935161476
1.8050408834945848
1.5383678204616156
1.4841960657648214
1
1
4
1
1
5
1
1
1
1.8872604909365776
2.034731667525087
1.0249052181550864
1.0803286001313428
1.0032562046371014
1.009042799034597
1.3435180994294735
1.2403095663831734
1.218275857827291
