traj_cluster_ra,mortality,pm25,no2
1,0.43139757498404596,7.122261348658968,5.380597142973932
2,0.23117338003502627,7.167754649897916,5.400651210020518
3,0.18556701030927836,7.17968575583215,5.3460385633919625
4,0.40828402366863903,7.103226877995168,5.568319471891857
5,0.3125,7.217900674592497,5.703255754439137
NA,0.9,7.139058759837311,5.129183958627184
