k,avg_sil_width,min_sil_width
2,0.3662312174591883,-0.3316163898845406
3,0.38109133823353325,-0.513552908921435
4,0.37116129112247653,-0.5012181178936461
5,0.41662675893079554,-0.5491560611897952
6,0.40379288528891877,-0.5491560611897952
7,0.38297409584937964,-0.5491560611897952
8,0.32435300625366004,-0.6357949992378803
9,0.3055922849269373,-0.6357949992378803
10,0.2839303438844774,-0.6357949992378803
