traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.43139757498404596,10.287172941927249,1,151.95,4
2,0.23117338003502627,5.0700525394045535,0.24576765907764156,71.18333333333334,1
3,0.18556701030927836,5.409278350515464,0.3402061855670103,48.08333333333333,3
4,0.40828402366863903,12.354372123602893,1,283.1666666666667,5
5,0.3125,4.280487804878049,0.2698170731707317,141,2
