traj_cluster_ra,mortality,pm25,no2
1,0.162181471778995,7.0882482787360646,5.8553288114738224
2,0.4359733530717987,7.077056322108849,5.682098811079872
3,0.08993710691823899,7.121361233285715,5.8067076861401254
4,0.3960997442455243,7.1602366388644905,6.093152151246341
5,0.34429530201342284,7.068999463513592,5.6808059664050905
NA,0.8285714285714286,7.3475833537133095,5.6346020464345035
