county_code,site_name,county_total,dominant_cluster,dominant_cluster_prop,n_clusters_present,cluster_entropy,county_total_suppressed,dominant_cluster_prop_suppressed,dominant_cluster_suppressed,cluster_entropy_suppressed
01031,umn,1,2,1,1,-0,NA,NA,NA,NA
01081,umn,1,4,1,1,-0,NA,NA,NA,NA
02020,umn,1,1,1,1,-0,NA,NA,NA,NA
02170,umn,1,4,1,1,-0,NA,NA,NA,NA
04013,umn,3,1,0.3333333333333333,3,1.0986122886681096,NA,NA,NA,NA
04015,umn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
04021,umn,4,1,0.5,3,1.0397207708399179,NA,NA,NA,NA
04025,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
05007,umn,2,1,1,1,-0,NA,NA,NA,NA
05051,umn,1,1,1,1,-0,NA,NA,NA,NA
05139,umn,1,4,1,1,-0,NA,NA,NA,NA
06013,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
06037,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
06059,umn,2,2,0.5,2,0.6931471805599453,NA,NA,NA,NA
06065,umn,1,4,1,1,-0,NA,NA,NA,NA
06081,umn,1,2,1,1,-0,NA,NA,NA,NA
06099,umn,1,3,1,1,-0,NA,NA,NA,NA
06107,umn,1,2,1,1,-0,NA,NA,NA,NA
08001,umn,1,4,1,1,-0,NA,NA,NA,NA
08013,umn,1,4,1,1,-0,NA,NA,NA,NA
08041,umn,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
08069,umn,1,3,1,1,-0,NA,NA,NA,NA
08119,umn,1,5,1,1,-0,NA,NA,NA,NA
11001,umn,2,3,0.5,2,0.6931471805599453,NA,NA,NA,NA
12021,umn,2,1,1,1,-0,NA,NA,NA,NA
12057,umn,1,1,1,1,-0,NA,NA,NA,NA
12071,umn,2,4,0.5,2,0.6931471805599453,NA,NA,NA,NA
12081,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
12083,umn,4,3,1,1,-0,NA,NA,NA,NA
12091,umn,1,3,1,1,-0,NA,NA,NA,NA
12099,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
12103,umn,1,1,1,1,-0,NA,NA,NA,NA
12107,umn,1,1,1,1,-0,NA,NA,NA,NA
12115,umn,1,4,1,1,-0,NA,NA,NA,NA
12127,umn,1,1,1,1,-0,NA,NA,NA,NA
13063,umn,1,3,1,1,-0,NA,NA,NA,NA
13117,umn,1,4,1,1,-0,NA,NA,NA,NA
13139,umn,1,4,1,1,-0,NA,NA,NA,NA
13223,umn,1,5,1,1,-0,NA,NA,NA,NA
15009,umn,1,5,1,1,-0,NA,NA,NA,NA
17031,umn,7,4,0.42857142857142855,4,1.277034259466139,NA,NA,NA,NA
17043,umn,2,1,0.5,2,0.6931471805599453,NA,NA,NA,NA
17143,umn,1,4,1,1,-0,NA,NA,NA,NA
17163,umn,1,1,1,1,-0,NA,NA,NA,NA
17167,umn,1,4,1,1,-0,NA,NA,NA,NA
