traj_cluster_ra,h,arf,n,prop
1,0,ARF_HYPER,28,0.006668254346272922
1,0,ARF_HYPOX,145,0.0345320314360562
1,0,ARF_MIXED,53,0.012622052869730888
1,0,NO_ARF,3973,0.94617766134794
1,1,ARF_HYPER,48,0.011431293165039295
1,1,ARF_HYPOX,289,0.06882591093117409
1,1,ARF_MIXED,93,0.022148130507263636
1,1,NO_ARF,3769,0.897594665396523
1,2,ARF_HYPER,52,0.01238390092879257
1,2,ARF_HYPOX,359,0.08549654679685639
1,2,ARF_MIXED,125,0.02976899261728983
1,2,NO_ARF,3663,0.8723505596570612
1,3,ARF_HYPER,65,0.015479876160990712
1,3,ARF_HYPOX,404,0.09621338413908073
1,3,ARF_MIXED,154,0.03667539890450107
1,3,NO_ARF,3576,0.8516313407954275
1,4,ARF_HYPER,66,0.01571802810192903
1,4,ARF_HYPOX,439,0.10454870207192189
1,4,ARF_MIXED,164,0.039056918313884255
1,4,NO_ARF,3530,0.8406763515122648
1,5,ARF_HYPER,65,0.015479876160990712
1,5,ARF_HYPOX,465,0.11074065253631817
1,5,ARF_MIXED,175,0.04167658966420576
1,5,NO_ARF,3494,0.8321028816384853
1,6,ARF_HYPER,65,0.015479876160990712
1,6,ARF_HYPOX,484,0.11526553941414623
1,6,ARF_MIXED,183,0.043581805191712314
1,6,NO_ARF,3467,0.8256727792331507
1,7,ARF_HYPER,57,0.013574660633484163
1,7,ARF_HYPOX,421,0.10026196713503215
1,7,ARF_MIXED,144,0.034293879495117884
1,7,NO_ARF,3577,0.8518694927363658
1,8,ARF_HYPER,46,0.010954989283162658
1,8,ARF_HYPOX,337,0.08025720409621338
1,8,ARF_MIXED,112,0.026673017385091688
1,8,NO_ARF,3704,0.8821147892355322
1,9,ARF_HYPER,43,0.010240533460347702
1,9,ARF_HYPOX,291,0.06930221481305072
1,9,ARF_MIXED,90,0.021433674684448678
1,9,NO_ARF,3775,0.8990235770421529
1,10,ARF_HYPER,37,0.00881162181471779
1,10,ARF_HYPOX,268,0.0638247201714694
1,10,ARF_MIXED,71,0.016908787806620623
1,10,NO_ARF,3823,0.9104548702071922
1,11,ARF_HYPER,35,0.008335317932841153
1,11,ARF_HYPOX,260,0.06191950464396285
1,11,ARF_MIXED,62,0.014765420338175756
1,11,NO_ARF,3842,0.9149797570850202
1,12,ARF_HYPER,31,0.007382710169087878
1,12,ARF_HYPOX,231,0.05501309835675161
1,12,ARF_MIXED,57,0.013574660633484163
1,12,NO_ARF,3880,0.9240295308406764
1,13,ARF_HYPER,31,0.007382710169087878
1,13,ARF_HYPOX,242,0.057632769707073116
1,13,ARF_MIXED,54,0.012860204810669207
1,13,NO_ARF,3872,0.9221243153131699
1,14,ARF_HYPER,32,0.0076208621100261964
1,14,ARF_HYPOX,235,0.05596570612050488
1,14,ARF_MIXED,48,0.011431293165039295
1,14,NO_ARF,3884,0.9249821386044296
1,15,ARF_HYPER,29,0.00690640628721124
1,15,ARF_HYPOX,222,0.05286973088830674
1,15,ARF_MIXED,45,0.010716837342224339
1,15,NO_ARF,3903,0.9295070254822577
1,16,ARF_HYPER,29,0.00690640628721124
1,16,ARF_HYPOX,219,0.05215527506549179
1,16,ARF_MIXED,44,0.01047868540128602
1,16,NO_ARF,3907,0.930459633246011
1,17,ARF_HYPER,27,0.006430102405334604
1,17,ARF_HYPOX,208,0.04953560371517028
1,17,ARF_MIXED,39,0.009287925696594427
1,17,NO_ARF,3925,0.9347463681829007
1,18,ARF_HYPER,26,0.006191950464396285
1,18,ARF_HYPOX,192,0.04572517266015718
1,18,ARF_MIXED,37,0.00881162181471779
1,18,NO_ARF,3944,0.9392712550607287
1,19,ARF_HYPER,23,0.005477494641581329
1,19,ARF_HYPOX,198,0.04715408430578709
1,19,ARF_MIXED,36,0.008573469873779471
1,19,NO_ARF,3942,0.9387949511788521
1,20,ARF_HYPER,23,0.005477494641581329
