k,avg_sil_width,min_sil_width
2,0.369203407825666,-0.4654404387065341
3,0.4045070826431889,-0.5447767512318631
4,0.4649508987569418,-0.656881331737491
5,0.4409825975900873,-0.656881331737491
6,0.4185694296079225,-0.5996928890126303
7,0.41931874026453697,-0.5389206071240149
8,0.3830501653501201,-0.5389206071240149
9,0.38341365693029056,-0.5389206071240149
10,0.34227915438669315,-0.6075691158091929
