vif
5.028120062729074
5.656837371408587
1.2535310574910439
1.2061569206537681
1.013874170382697
1.1475480986626687
4.156796534619994
1.494932518673048
1.4750562797888027
1
1
4
1
1
6
1
1
1
2.2423469987334865
2.378410681822756
1.0286482399071335
1.0982517564992864
1.0069131890995853
1.0115349855756977
2.0388223401316736
1.222674330585642
1.2145189499504743
