traj_cluster_ra,h,rs,n,prop
1,0,IMV,648,0.1543224577280305
1,0,LOW_O2,1994,0.4748749702310074
1,0,NIV,1379,0.3284115265539414
1,0,OTHER,6,0.0014289116456299119
1,0,ROOM AIR,172,0.04096213384139081
1,1,IMV,660,0.1571802810192903
1,1,LOW_O2,2018,0.48059061681352705
1,1,NIV,1358,0.3234103357942367
1,1,OTHER,7,0.0016670635865682305
1,1,ROOM AIR,156,0.03715170278637771
1,2,IMV,661,0.15741843296022862
1,2,LOW_O2,2054,0.4891640866873065
1,2,NIV,1336,0.3181709930935937
1,2,OTHER,8,0.0019052155275065491
1,2,ROOM AIR,140,0.03334127173136461
1,3,IMV,663,0.15789473684210525
1,3,LOW_O2,2105,0.5013098356751607
1,3,NIV,1295,0.30840676351512264
1,3,OTHER,5,0.0011907597046915933
1,3,ROOM AIR,131,0.031197904262919744
1,4,IMV,662,0.15765658490116694
1,4,LOW_O2,2155,0.5132174327220766
1,4,NIV,1250,0.2976899261728983
1,4,OTHER,5,0.0011907597046915933
1,4,ROOM AIR,127,0.030245296499166466
1,5,IMV,663,0.15789473684210525
1,5,LOW_O2,2184,0.5201238390092879
1,5,NIV,1228,0.2924505834722553
1,5,OTHER,5,0.0011907597046915933
1,5,ROOM AIR,119,0.02834008097165992
1,6,IMV,656,0.15622767325553702
1,6,LOW_O2,2241,0.533698499642772
1,6,NIV,1186,0.2824482019528459
1,6,OTHER,5,0.0011907597046915933
1,6,ROOM AIR,111,0.02643486544415337
1,7,IMV,654,0.1557513693736604
1,7,LOW_O2,2282,0.5434627292212432
1,7,NIV,1141,0.2717313646106216
1,7,OTHER,6,0.0014289116456299119
1,7,ROOM AIR,116,0.02762562514884496
1,8,IMV,643,0.1531316980233389
1,8,LOW_O2,2310,0.5501309835675161
1,8,NIV,1125,0.2679209335556085
1,8,OTHER,6,0.0014289116456299119
1,8,ROOM AIR,115,0.027387473207906646
1,9,IMV,638,0.1519409383186473
1,9,LOW_O2,2351,0.5598952131459871
1,9,NIV,1083,0.2579185520361991
1,9,OTHER,10,0.0023815194093831865
1,9,ROOM AIR,117,0.02786377708978328
1,10,IMV,637,0.15170278637770898
1,10,LOW_O2,2384,0.5677542271969517
1,10,NIV,1053,0.25077399380804954
1,10,OTHER,5,0.0011907597046915933
1,10,ROOM AIR,120,0.02857823291259824
1,11,IMV,626,0.14908311502738747
1,11,LOW_O2,2454,0.584424863062634
1,11,NIV,998,0.237675637056442
1,11,OTHER,5,0.0011907597046915933
1,11,ROOM AIR,116,0.02762562514884496
1,12,IMV,616,0.14670159561800428
1,12,LOW_O2,2482,0.5910931174089069
1,12,NIV,973,0.23172183853298403
1,12,OTHER,8,0.0019052155275065491
1,12,ROOM AIR,120,0.02857823291259824
1,13,IMV,607,0.14455822814955943
1,13,LOW_O2,2520,0.600142891164563
1,13,NIV,939,0.2236246725410812
1,13,OTHER,7,0.0016670635865682305
1,13,ROOM AIR,126,0.03000714455822815
1,14,IMV,588,0.14003334127173137
1,14,LOW_O2,2559,0.6094308168611574
1,14,NIV,912,0.2171945701357466
1,14,OTHER,6,0.0014289116456299119
1,14,ROOM AIR,134,0.0319123600857347
1,15,IMV,578,0.13765182186234817
1,15,LOW_O2,2617,0.6232436294355799
1,15,NIV,853,0.2031436056203858
1,15,OTHER,8,0.0019052155275065491
1,15,ROOM AIR,143,0.034055727554179564
1,16,IMV,561,0.13360323886639677
1,16,LOW_O2,2670,0.6358656823053108
1,16,NIV,816,0.19433198380566802
1,16,OTHER,7,0.0016670635865682305
1,16,ROOM AIR,145,0.0345320314360562
1,17,IMV,548,0.13050726363419862
1,17,LOW_O2,2687,0.6399142653012622
1,17,NIV,791,0.18837818528221004
1,17,OTHER,7,0.0016670635865682305
1,17,ROOM AIR,166,0.03953322219576089
1,18,IMV,529,0.12598237675637056
1,18,LOW_O2,2722,0.6482495832341033
1,18,NIV,776,0.18480590616813528
1,18,OTHER,6,0.0014289116456299119
1,18,ROOM AIR,166,0.03953322219576089
1,19,IMV,510,0.1214574898785425
1,19,LOW_O2,2743,0.653250773993808
1,19,NIV,751,0.1788521076446773
1,19,OTHER,7,0.0016670635865682305
1,19,ROOM AIR,188,0.0447725648964039
1,20,IMV,486,0.11574184329602286
1,20,LOW_O2,2799,0.6665872826863539
1,20,NIV,730,0.17385091688497262
1,20,OTHER,5,0.0011907597046915933
1,20,ROOM AIR,179,0.04262919742795904
1,21,IMV,462,0.11002619671350322
1,21,LOW_O2,2847,0.6780185758513931
1,21,NIV,695,0.16551559895213147
1,21,OTHER,7,0.0016670635865682305
1,21,ROOM AIR,188,0.0447725648964039
1,22,IMV,450,0.10716837342224339
1,22,LOW_O2,2876,0.6849249821386044
1,22,NIV,674,0.16051440819242677
1,22,OTHER,7,0.0016670635865682305
1,22,ROOM AIR,192,0.04572517266015718
1,23,IMV,428,0.10192903072160038
1,23,LOW_O2,2903,0.691355084543939
1,23,NIV,670,0.1595618004286735
1,23,OTHER,5,0.0011907597046915933
