traj_cluster_ra,mortality,sofa,imv_rate,icu_los,severity_rank
1,0.13714285714285715,2.2914285714285714,0.09142857142857143,40.75,1
2,0.3048128342245989,3.4919786096256686,0.1443850267379679,61.266666666666666,2
3,0.6231884057971014,2.652173913043478,0.11594202898550725,131.2,3
4,0.6605504587155964,10.669724770642201,1,117.65,4
