k,avg_sil_width,min_sil_width,selected_k
2,0.3855710454039146,-0.40735985239469447,FALSE
3,0.5079786987786382,-0.2679770148044612,FALSE
4,0.5770899494967187,-0.34454984310218095,TRUE
5,0.5658645516488645,-0.45764397834673526,FALSE
6,0.47956513048573735,-0.6541627619276001,FALSE
7,0.4494194139782995,-0.6541627619276001,FALSE
8,0.392492307258087,-0.6541627619276001,FALSE
9,0.38811672717878626,-0.6541627619276001,FALSE
10,0.3932422034953108,-0.6541627619276001,FALSE
