traj_cluster_ra,mortality,pm25,no2
1,0.13714285714285715,7.224445783947052,5.653668164849376
2,0.3048128342245989,7.101942307256229,5.198179736028886
3,0.6231884057971014,7.471176382340782,6.324058758616438
4,0.6605504587155964,7.119412170688927,5.112530703122932
NA,1,9.100320529937743,7.792151165008545
