site_name,n,age_mean,age_sd,charlson_mean,sofa_total_mean,death_in_hosp_pct,hospice_discharge_pct,death_or_hospice_pct,any_imv_72h_pct,vaso_any_72h_pct,advanced_cancer_pct,metastatic_pct,pleural_effusion_pct,cachexia_pct
U_Michigan,541,66.5083179297597,9.906901127152624,7.735674676524954,4.449168207024029,0.2809611829944547,0.08317929759704251,0.36414048059149723,0.2957486136783734,0.2754158964879852,0.6857670979667283,0.6414048059149723,0.12754158964879853,0.06839186691312385
