traj_cluster_ra,no2_5y_z,pm25_5y_z,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_prob
1,-2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.13003649428949368
1,-1.9,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.12455708292281606
1,-1.8,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.11927690405856332
1,-1.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.1141913638957356
1,-1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.10929574494191086
1,-1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.10458523062202625
1,-1.4,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.10005492833291958
1,-1.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.09569989093497501
1,-1.2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.09151513668715971
1,-1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.08749566764492277
1,-1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.08363648655168934
1,-0.8999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.07993261226422246
1,-0.7999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.07637909376004016
1,-0.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.07297102278142062
1,-0.5999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.06970354517560233
1,-0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.0665718709944542
1,-0.3999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.06357128341955018
1,-0.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.06069714658017812
1,-0.19999999999999996,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.05794491233255966
1,-0.09999999999999987,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.0553101260684932
1,0,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.05278843162100631
1,0.10000000000000009,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.050375575333311204
1,0.20000000000000018,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.04806740935569888
1,0.30000000000000027,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.045859894232930964
1,0.40000000000000036,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.04374910084232802
1,0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.041731211740175016
1,0.6000000000000001,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.039802521971287745
1,0.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.03795943939376223
1,0.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.03619848456795883
1,0.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.03451629025584479
1,1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.03290960057386492
1,1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.031375269839611225
1,1.2000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.02991026114969729
1,1.3000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.028511644723509658
1,1.4000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.02717659604480595
1,1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.025902393830585586
1,1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.024686417854204164
1,1.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.023526146647376588
1,1.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.02241915510351643
1,1.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.021363112002770444
1,2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.020355777477181904
2,-2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.2799843801784421
2,-1.9,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.27210818378850793
2,-1.8,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.26437219851772603
2,-1.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.25677856019250933
2,-1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.24932910982857126
2,-1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.24202539957833802
2,-1.4,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.23486869960386308
2,-1.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.2278600057871023
2,-1.2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.2210000481882175
2,-1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.21428930016262404
2,-1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.20772798804825648
2,-0.8999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.20131610133610334
2,-0.7999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.1950534032393765
2,-0.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.18893944157948137
2,-0.5999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.18297355991054307
2,-0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.17715490880795884
2,-0.3999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.17148245725078157
2,-0.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.16595500403222435
2,-0.19999999999999996,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.16057118913733834
2,-0.09999999999999987,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.15532950503169538
2,0,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.15022830780998428
2,0.10000000000000009,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.14526582815823355
2,0.20000000000000018,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.1404401820883617
2,0.30000000000000027,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.1357493814085407
2,0.40000000000000036,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.13119134389754084
2,0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.12676390315576172
2,0.6000000000000001,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.12246481810990704
2,0.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.11829178215247557
2,0.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.11424243190098965
2,0.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.11031435556556686
2,1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.10650510091676992
2,1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.10281218284878388
2,1.2000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.09923309053574139
2,1.3000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.09576529418167731
2,1.4000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.09240625136680668
2,1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.0891534129949354
2,1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.08600422884861075
2,1.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.08295615276020483
2,1.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.08000664740850676
2,1.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.07715318875151432
2,2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.07439327010716035
3,-2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4068860200555491
3,-1.9,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4075294860941776
3,-1.8,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.40817326943483795
3,-1.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.40881736802329677
3,-1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.40946177980105997
3,-1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4101065027054252
3,-1.4,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4107515346694656
3,-1.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41139687362208177
3,-1.2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4120425174880199
3,-1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41268846418789723
3,-1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4133347116382269
3,-0.8999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41398125775143635
3,-0.7999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41462810043592085
3,-0.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4152752375960271
3,-0.5999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4159226671321068
3,-0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4165703869405355
3,-0.3999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41721839491373847
3,-0.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.41786668894020984
3,-0.19999999999999996,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4185152669045663
3,-0.09999999999999987,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.419164126687532
3,0,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4198132661659924
3,0.10000000000000009,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.42046268321301394
3,0.20000000000000018,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4211123756978705
3,0.30000000000000027,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4217623414860702
3,0.40000000000000036,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4224125784393751
3,0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4230630844158559
3,0.6000000000000001,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4237138572698775
3,0.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4243648948521534
3,0.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4250161950097666
3,0.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4256677555861963
3,1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4263195744213387
3,1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4269716493515624
3,1.2000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.427623978209694
3,1.3000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4282765588250739
3,1.4000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.428929389023577
3,1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4295824666276409
3,1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4302357894562934
3,1.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4308893553251744
3,1.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4315431620465912
3,1.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4321972074295056
3,2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4328514892795899
4,-2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4794219277625988
4,-1.9,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.48083668937408114
4,-1.8,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.48225175835439155
4,-1.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4836671120661754
4,-1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.48508272785381085
4,-1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.48649858304488564
4,-1.4,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4879146549516049
4,-1.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.48933092087227154
4,-1.2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4907473580927339
4,-1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4921639438878416
4,-1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.49358065552290303
4,-0.8999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.494997470255137
4,-0.7999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.4964143653351612
4,-0.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.49783131800841024
4,-0.5999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.49924830551662575
4,-0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5006653050993113
4,-0.3999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5020822939951944
4,-0.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5034992494436824
4,-0.19999999999999996,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5049161486863529
4,-0.09999999999999987,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5063329689683729
4,0,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5077496875399895
4,0.10000000000000009,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5091662816579829
4,0.20000000000000018,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5105827285871273
4,0.30000000000000027,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5119990056016486
4,0.40000000000000036,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5134150899866758
4,0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5148309590397252
4,0.6000000000000001,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.516246590072112
4,0.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5176619604104322
4,0.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5190770473980044
4,0.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5204918283963192
4,1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5219062807864773
4,1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5233203819706611
4,1.2000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5247341093735319
4,1.3000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5261474404436964
4,1.4000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5275603526551321
4,1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5289728235086185
4,1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5303848305331639
4,1.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.531796351287421
4,1.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5332073633611341
4,1.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5346178443765113
4,2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,0.5360277719896637
