no2_5y_z,pm25_5y_z,traj_cluster_ra,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,pred_icu_los_hours
-2,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,60.374275626516464
-1.9,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,61.08433042248771
-1.8,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,61.802736089887276
-1.7,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,62.529590842336674
-1.6,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,63.26499404853631
-1.5,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,64.00904624585296
-1.4,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,64.76184915405797
-1.2999999999999998,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,65.52350568924074
-1.2,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,66.29411997787193
-1.1,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,67.07379737104145
-1,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,67.86264445886394
-0.8999999999999999,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,68.66076908504404
-0.7999999999999998,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,69.46828036162749
-0.7,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,70.28528868391112
-0.5999999999999999,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,71.11190574553787
-0.5,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,71.94824455376961
-0.3999999999999999,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,72.7944194449304
-0.2999999999999998,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,73.65054610004034
-0.19999999999999996,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,74.51674156063366
-0.09999999999999987,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,75.39312424475219
0,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,76.2798139631427
0.10000000000000009,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,77.17693193562901
0.20000000000000018,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,78.08460080768702
0.30000000000000027,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,79.00294466721509
0.40000000000000036,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,79.93208906149034
0.5,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,80.8721610143413
0.6000000000000001,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,81.82328904350545
0.7000000000000002,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,82.78560317820235
0.8000000000000003,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,83.75923497691348
0.9000000000000004,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,84.74431754536076
1,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,85.74098555470687
1.1,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,86.74937525996995
1.2000000000000002,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,87.76962451864259
1.3000000000000003,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,88.80187280954816
1.4000000000000004,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,89.84626125190046
1.5,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,90.90293262459976
1.6,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,91.97203138575621
1.7000000000000002,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,93.05370369242968
1.8000000000000003,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,94.1480974206214
1.9000000000000004,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,95.25536218548098
2,0,1,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,96.37564936176426
