no2_5y_z,pm25_5y_z,age_years,sex_category,race_category,admit_year,charlson_score,advanced_cancer_any_poa,predicted_expected_rank
-2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4848264128505986
-1.9,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4819621827495038
-1.8,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.479098493334965
-1.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.476235361022256
-1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.473372802190914
-1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.470510833184571
-1.4,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.467649470310791
-1.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4647887298409277
-1.2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4619286280099453
-1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.459069181016286
-1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4562104050217193
-0.8999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4533523161511983
-0.7999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.450494930492722
-0.7,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.447638264097198
-0.5999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.444782332978311
-0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.441927153112397
-0.3999999999999999,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.439072740438315
-0.2999999999999998,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4362191108573272
-0.19999999999999996,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.433366280232982
-0.09999999999999987,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.430514264391
0,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.42766307911916
0.10000000000000009,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.424812740167194
0.20000000000000018,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.421963263246693
0.30000000000000027,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4191146640309884
0.40000000000000036,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4162669581550658
0.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4134201612154706
0.6000000000000001,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4105742887702175
0.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.407729356338703
0.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.404885379401623
0.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.4020423734008913
1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3992003537395608
1.1,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3963593357817543
1.2000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.39351933485259
1.3000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.390680366238116
1.4000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3878424451852447
1.5,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3850055869016877
1.6,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3821698065559165
1.7000000000000002,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3793351192770777
1.8000000000000003,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3765015401549627
1.9000000000000004,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.3736690842399506
2,0,66.5083179297597,Male,White,2021,7.735674676524954,FALSE,2.370837766542964
