traj_cluster_ra,n,age_mean,age_sd,male_pct,death_pct,icu_los_median,imv72_pct,imv72_median,vaso_any_72h_pct,vaso_hours_72h_mean,vaso_mean_72h,pm25_5y_mean,no2_5y_mean,charlson_mean,charlson_median,sofa_total_mean,sofa_resp_mean,sofa_cv_mean,sofa_renal_mean,sofa_liver_mean,sofa_coag_mean,sofa_cns_mean,metastatic_pct,pleural_effusion_pct,cachexia_pct,advanced_cancer_pct,t_imv_median,t_arf_median
1,175,65.2,9.09717652294684,0.5028571428571429,0.13714285714285715,40.75,0.09142857142857143,0,0.11428571428571428,1.782857142857143,0.11428571428571428,7.224445783947052,5.653668164849376,8.274285714285714,9,2.2914285714285714,0.3028571428571429,0.72,0.24571428571428572,0.08571428571428572,0.2914285714285714,0.6457142857142857,0.7542857142857143,0.045714285714285714,0.05142857142857143,0.7657142857142857,0,1
2,187,68.475935828877,9.611440794511381,0.5561497326203209,0.3048128342245989,61.266666666666666,0.1443850267379679,0,0.21390374331550802,3.2566844919786098,0.21390374331550802,7.101942307256229,5.198179736028886,7.208556149732621,8,3.4919786096256686,0.7219251336898396,1.1443850267379678,0.3315508021390374,0.1443850267379679,0.42780748663101603,0.7219251336898396,0.5561497326203209,0.20320855614973263,0.08021390374331551,0.6256684491978609,0,3
3,69,67.56521739130434,9.807677456176819,0.6231884057971014,0.6231884057971014,131.2,0.11594202898550725,0,0.10144927536231885,1.4927536231884058,0.10144927536231885,7.471176382340782,6.324058758616438,7.2898550724637685,8,2.652173913043478,0.8840579710144928,0.6666666666666666,0.2753623188405797,0.10144927536231885,0.3333333333333333,0.391304347826087,0.5652173913043478,0.10144927536231885,0.10144927536231885,0.6231884057971014,29,8
4,109,64.33944954128441,10.827964638504696,0.5871559633027523,0.6605504587155964,117.65,1,18,0.7431192660550459,20.798165137614678,0.7431192660550459,7.119412170688927,5.112530703122932,8.064220183486238,9,10.669724770642201,3.302752293577982,2.7981651376146788,0.6238532110091743,0.27522935779816515,0.6146788990825688,3.055045871559633,0.6605504587155964,0.14678899082568808,0.05504587155963303,0.7064220183486238,0,2
