vif
3.834690099759803
4.503578086831424
1.205639056990756
1.1811920776346059
1.0386212063639932
1.1152926835628367
1.9008271242327974
2.4160638128967613
2.585281106150225
1
1
3
1
1
4
1
1
1
1.958236476976109
2.122163539134396
1.0316591113358078
1.086826608817895
1.0191276693152793
1.0137330521874264
1.3787048720566695
1.5543692652959789
1.6078809365591176
